user_id,name,age,gender,height_cm,weight_kg,goal,activity_level,steps_per_day,calories_intake,calories_burned,protein_intake_g,carbs_intake_g,fat_intake_g,water_intake_l,sleep_hours,workout_type,workout_duration_min,diet_type,body_fat_pct,heart_rate_avg,blood_pressure_sys,blood_pressure_dia,stress_level,mood,weekly_progress,trainer_assigned,membership_type,last_active_days,bmi
U0307,User307,57,Female,161.0,104.0,Weight Loss,Low,6625,3035,537,77,271.0,89,3.9,7.8,Yoga,55,High Protein,8.1,59,126,72,2,Energetic,-1.31,Yes,Premium,18,40.12
U0308,User308,25,Male,185.0,100.0,Weigh Loss,High,8287,2102,707,81,209.0,109,4.1,5.6,Mixed,142,Keto,15.9,95,137,76,1,Happy,0.44,Yes,Premium,9,29.22
U0309,User309,42,mal,177.0,59.0,Muscle Gain,Low,6818,3294,925,66,184.0,80,4.1,8.7,Mixed,122,Vegan,18.9,65,113,92,4,Stressed,-2.01,Yes,Free,20,18.83
U0310,User310,59,Female,192.0,105.0,Maintain Fitness,Medium,10466,2729,1157,124,200.0,92,4.1,9.4,Strength,51,High Protein,10.5,89,117,72,2,Tired,2.83,Yes,Free,12,28.48
U0311,User311,54,Female,165.0,63.0,Weight Loss,High,14939,2405,992,88,121.0,20,1.5,5.3,Mixed,105,High Protein,10.4,73,120,69,3,Energetic,-0.76,Yes,Free,14,23.14
U0312,User312,49,Male,154.0,57.0,Maintain Fitness,Medium,8813,2825,239,51,326.0,83,3.8,3.8,Cardio,109,Keto,16.3,77,113,78,5,Energetic,2.55,Yes,Premium,2,24.03
U0313,User313,34,Female,194.0,92.0,Muscle Gain,High,9179,1608,1023,150,339.0,28,3.5,4.6,Mixed,16,Keto,30.8,84,137,79,4,Happy,-1.74,Yes,Free,32,24.44
U0314,User314,41,Male,181.0,100.0,Maintain Fitness,Medium,6167,3468,782,31,307.0,20,2.8,5.3,Yoga,136,Vegan,22.0,76,135,91,3,Stressed,-1.93,No,Free,11,30.52
U0315,User315,40,Male,183.0,69.0,Maintain Fitness,High,14797,1687,197,39,224.0,57,3.3,6.7,Strength,37,Keto,20.7,80,116,69,5,Happy,-0.94,No,Free,2,20.6
U0316,User316,50,Female,172.0,108.0,Maintain Fitness,High,5403,2416,187,53,336.0,66,2.4,8.2,Cardio,81,High Protein,22.3,74,140,86,5,Stressed,0.27,No,Free,25,36.51
U0317,User317,21,Male,182.0,77.0,Muscle Gain,Low,3828,2504,720,124,210.0,114,3.6,7.5,Strength,123,Balanced,34.1,74,129,88,2,Stressed,1.62,Yes,Premium,9,23.25
U0318,User318,30,Male,153.0,108.0,Weight Loss,Low,11497,3753,783,59,365.0,25,4.2,3.9,Yoga,142,High Protein,32.9,77,119,73,5,Stressed,1.04,No,Free,32,46.14
U0319,,25,Female,,,Muscle Gain,High,15484,2521,1081,55,,81,1.3,6.9,,97,Vegan,15.3,95,118,80,1,Happy,0.0,Yes,,11,17.24
U0320,User320,27,Male,151.0,61.0,Maintain Fitness,High,15373,2821,1028,84,123.0,119,2.3,5.7,Strength,124,Balanced,29.2,81,119,92,4,Stressed,1.57,Yes,Premium,0,26.75
U0321,User321,41,Female,173.0,79.0,Muscle Gain,Low,5612,2662,1145,137,319.0,29,3.7,5.2,Cardio,75,Keto,10.8,56,125,91,4,Tired,-2.82,No,Free,17,26.4
U0322,User322,49,Male,166.0,92.0,Weigh Loss,Low,11891,3202,242,33,180.0,110,3.2,5.0,Strength,37,Vegan,19.9,76,128,66,5,Stressed,-2.45,Yes,Free,30,33.39
U0323,User323,57,Male,181.0,46.0,Muscle Gain,Medium,3182,1833,988,38,331.0,98,2.5,5.0,Strength,44,High Protein,21.8,67,106,67,2,Happy,2.11,No,Premium,39,14.04
U0324,User324,57,Male,193.0,61.0,Weight Loss,Low,15753,3298,480,79,276.0,47,2.7,8.9,Strength,143,Keto,16.0,66,111,79,3,Stressed,-1.72,Yes,Premium,28,16.38
U0325,User325,18,Female,152.0,90.0,Maintain Fitness,Low,8025,3078,696,149,337.0,37,3.0,6.4,Yoga,129,Vegan,26.5,69,141,87,4,Energetic,3.0,Yes,Free,4,38.95
U0326,User326,42,Male,163.0,56.0,Muscle Gain,Low,7350,3454,577,40,192.0,67,4.3,8.8,Cardio,29,Vegan,14.9,74,117,73,5,Happy,-2.57,No,Free,3,21.08
U0327,User327,30,Female,182.0,96.0,Weight Loss,Medium,10282,1655,286,133,263.0,65,3.0,8.0,Yoga,137,Keto,12.6,93,132,92,4,Happy,-2.69,No,Free,25,28.98
U0328,,47,Female,,,Muscle Gain,High,16473,1895,413,87,,86,1.5,7.5,,93,Vegan,22.8,97,129,69,2,Stressed,2.22,Yes,,27,30.51
U0329,User329,37,Female,154.0,49.0,Weight Loss,meduim,10224,3302,914,75,310.0,27,2.0,8.0,Yoga,61,Vegan,32.8,79,115,83,3,Energetic,-0.32,No,Free,38,20.66
U0330,User330,49,Male,182.0,93.0,Muscle Gain,Medium,6239,3453,685,65,219.0,53,1.9,4.3,Mixed,36,Keto,26.1,82,133,68,3,Happy,-1.22,No,Premium,15,28.08
U0331,User331,22,Male,154.0,71.0,Maintain Fitness,High,5583,1982,527,83,184.0,112,2.2,9.4,Yoga,106,High Protein,13.2,101,123,68,5,Energetic,-2.05,No,Premium,4,29.94
U0332,User332,23,Female,168.0,93.0,Maintain Fitness,High,11922,2867,510,119,157.0,85,3.9,4.1,Mixed,96,Balanced,20.4,55,110,76,3,Energetic,-1.28,Yes,Free,19,32.95
U0333,User333,63,Male,165.0,47.0,Maintain Fitness,High,5023,3503,1104,121,109.0,108,1.9,9.5,Yoga,74,Vegan,8.4,90,125,92,4,Stressed,0.28,No,Free,40,17.26
U0334,User334,25,Male,191.0,45.0,Maintain Fitness,Medium,8120,2818,1004,153,372.0,106,3.2,4.0,Mixed,111,Vegan,16.6,60,115,71,5,Stressed,0.88,No,Premium,8,12.34
U0335,User335,58,Male,190.0,55.0,Muscle Gain,Medium,14184,3324,263,47,206.0,55,2.5,4.0,Yoga,78,Vegan,25.7,60,115,91,5,Tired,2.38,No,Premium,22,15.24
U0336,User336,27,Male,180.0,55.0,Weight Loss,High,4753,2020,719,54,308.0,95,4.0,7.9,Yoga,127,Balanced,18.1,70,124,92,2,Tired,-2.99,Yes,Free,20,16.98
U0337,User337,40,Female,193.0,76.0,Maintain Fitness,High,15334,2000,789,83,146.0,60,2.2,8.1,Mixed,84,Balanced,22.1,73,123,92,2,Stressed,0.35,Yes,Premium,18,20.4
U0338,User338,32,Male,152.0,86.0,Weight Loss,Low,14018,3471,478,158,190.0,103,1.6,3.7,Strength,67,Vegan,33.7,68,142,77,2,Energetic,-0.6,Yes,Free,40,37.22
U0339,User339,51,Male,160.0,105.0,Muscle Gain,Low,8607,3561,803,56,345.0,89,1.3,8.9,Strength,86,Vegan,24.0,72,115,78,2,Energetic,2.61,No,Free,14,41.02
U0340,User340,56,Female,150.0,94.0,Weight Loss,Medium,7489,3452,375,70,174.0,63,1.6,6.3,Cardio,127,High Protein,17.9,75,116,92,4,Happy,-2.38,No,Free,38,41.78
U0341,User341,43,Male,155.0,101.0,Muscle Gain,High,17297,1903,181,48,335.0,101,2.4,6.8,Cardio,58,Vegan,33.2,97,111,68,2,Stressed,2.09,Yes,Premium,39,42.04
U0342,User342,58,Female,193.0,91.0,Weight Loss,Medium,10658,3403,1150,78,300.0,37,2.3,4.6,Strength,72,High Protein,21.9,97,134,74,5,Happy,1.33,No,Free,21,24.43
U0343,User343,35,Male,161.0,90.0,Weigh Loss,Medium,14840,2419,1197,70,277.0,54,3.4,4.6,Mixed,131,Keto,33.3,92,132,77,5,Energetic,-1.54,No,Premium,29,34.72
U0344,User344,62,Male,185.0,72.0,Muscle Gain,High,5681,2669,944,32,379.0,79,4.4,4.5,Cardio,24,High Protein,19.3,62,126,93,5,Tired,1.75,No,Premium,2,21.04
U0345,User345,50,Female,187.0,61.0,Muscle Gain,Low,9775,2487,1040,115,145.0,30,1.8,5.3,Mixed,46,High Protein,30.0,80,132,73,5,Happy,1.5,Yes,Premium,20,17.44
U0346,User346,37,Male,174.0,70.0,Weight Loss,Medium,2311,1914,327,84,334.0,30,4.2,3.8,Mixed,115,High Protein,24.5,78,135,79,5,Tired,-0.55,Yes,Premium,39,23.12
U0347,User347,51,Male,166.0,52.0,Weight Loss,Medium,4680,3277,915,93,251.0,46,3.8,9.0,Strength,58,Vegan,9.8,78,105,86,3,Tired,2.47,No,Free,18,18.87
U0348,User348,57,Female,157.0,108.0,Muscle Gain,meduim,12212,3434,390,65,171.0,79,3.5,5.3,Yoga,53,Balanced,20.2,80,130,76,4,Stressed,-0.05,No,Premium,39,43.82
U0349,User349,58,Female,176.0,51.0,Weight Loss,Medium,11577,3702,412,143,160.0,37,1.8,7.1,Mixed,32,Vegan,11.9,69,131,87,3,Tired,-1.45,Yes,Free,17,16.46
U0350,User350,45,Female,188.0,64.0,Weight Loss,Low,16701,1527,322,64,262.0,78,4.0,5.5,Yoga,48,High Protein,31.6,95,141,83,1,Tired,-2.12,Yes,Free,14,18.11
U0351,User351,31,mal,167.0,62.0,Maintain Fitness,Low,3607,3663,329,81,144.0,99,4.5,4.5,Strength,119,Balanced,31.9,81,134,69,2,Tired,-2.45,No,Free,0,22.23
U0352,User352,24,Female,162.0,59.0,Muscle Gain,Medium,14143,2220,573,95,137.0,23,4.3,5.6,Yoga,72,High Protein,27.0,73,115,82,4,Stressed,-0.59,Yes,Free,12,22.48
U0353,User353,33,mal,174.0,88.0,Maintain Fitness,Low,9617,1438,579,111,199.0,65,2.2,7.3,Strength,93,Vegan,24.9,91,141,68,3,Tired,1.0,No,Premium,5,29.07
U0354,User354,46,Male,194.0,62.0,Weight Loss,meduim,13294,1996,753,92,302.0,118,2.3,8.4,Strength,48,High Protein,8.1,59,114,72,3,Tired,1.14,No,Premium,24,16.47
U0355,User355,36,Female,176.0,55.0,Weight Loss,Medium,14962,1931,596,64,323.0,67,1.3,6.6,Cardio,47,Balanced,23.6,69,105,67,1,Energetic,2.35,Yes,Premium,19,17.76
U0356,User356,48,Female,175.0,65.0,Maintain Fitness,Medium,4800,3196,941,69,228.0,113,2.9,3.7,Yoga,83,Keto,10.0,86,121,94,4,Happy,-1.08,Yes,Premium,13,21.22
U0357,User357,19,Male,156.0,74.0,Weight Loss,High,4211,3493,790,102,205.0,38,1.6,7.5,Cardio,132,Keto,18.7,96,105,68,2,Stressed,-2.89,No,Premium,39,30.41
U0358,User358,58,Male,182.0,59.0,Maintain Fitness,Low,8950,2943,763,139,261.0,55,3.1,7.9,Strength,68,High Protein,25.7,100,132,77,4,Happy,0.3,Yes,Premium,29,17.81
U0359,User359,62,Female,152.0,91.0,Weight Loss,Low,17815,1949,797,119,294.0,90,2.9,6.6,Strength,16,Keto,9.0,80,130,67,2,Happy,-1.06,Yes,Free,22,39.39
U0360,User360,36,Female,160.0,57.0,Muscle Gain,Low,4824,3489,176,38,228.0,108,1.8,4.4,Strength,135,Balanced,33.6,66,121,88,3,Energetic,-2.29,Yes,Free,11,22.27
U0361,User361,52,Male,166.0,46.0,Muscle Gain,Medium,10830,1739,919,111,247.0,39,3.9,3.6,Cardio,130,High Protein,22.0,58,108,92,4,Happy,-0.75,Yes,Free,41,16.69
U0362,User362,23,mal,173.0,72.0,Maintain Fitness,Low,4699,3728,1110,88,153.0,110,2.8,6.5,Cardio,141,Vegan,29.5,78,137,92,4,Stressed,-1.32,No,Premium,39,24.06
U0363,User363,64,Female,189.0,71.0,Maintain Fitness,High,16903,2447,675,47,237.0,104,2.9,8.2,Yoga,77,Keto,34.0,73,107,81,3,Stressed,1.35,Yes,Free,28,19.88
U0364,User364,37,Female,182.0,69.0,Maintain Fitness,High,13055,3136,929,106,101.0,24,3.6,3.8,Cardio,39,High Protein,8.2,60,127,70,4,Energetic,1.4,Yes,Free,12,20.83
U0365,User365,45,Female,178.0,71.0,Maintain Fitness,Medium,11450,3022,332,127,196.0,63,2.1,6.4,Mixed,27,Keto,22.3,88,127,83,4,Energetic,-2.36,No,Free,15,22.41
U0366,User366,44,Male,166.0,87.0,Maintain Fitness,High,4700,2751,239,86,249.0,77,2.6,8.9,Strength,123,Balanced,19.7,68,112,65,2,Stressed,-2.39,Yes,Premium,20,31.57
U0367,User367,38,Female,171.0,65.0,Weight Loss,meduim,10840,3264,838,33,175.0,36,2.7,5.2,Strength,115,Keto,21.6,95,110,72,3,Energetic,-1.12,No,Free,21,22.23
U0368,User368,41,mal,174.0,66.0,Maintain Fitness,High,13315,3049,210,33,294.0,26,4.0,7.0,Strength,86,High Protein,27.7,82,125,93,1,Tired,0.88,Yes,Premium,25,21.8
U0369,User369,38,Male,161.0,59.0,Weight Loss,Medium,3790,1484,448,92,295.0,36,3.5,8.2,Mixed,82,Vegan,18.9,79,128,82,4,Tired,1.7,Yes,Free,18,22.76
U0370,User370,35,Male,151.0,80.0,Weight Loss,Medium,14609,3272,733,112,145.0,105,2.7,8.8,Strength,54,High Protein,8.7,83,116,91,1,Stressed,1.63,Yes,Free,16,35.09
U0371,User371,18,Female,161.0,96.0,Muscle Gain,High,12403,2061,1188,31,258.0,85,4.1,4.4,Cardio,29,High Protein,22.6,81,136,67,4,Energetic,1.25,Yes,Free,18,37.04
U0372,User372,62,Male,178.0,107.0,Maintain Fitness,High,16381,2002,1022,94,310.0,85,1.9,9.2,Strength,58,Balanced,12.9,101,141,80,4,Happy,2.6,No,Premium,28,33.77
U0373,User373,22,Male,159.0,90.0,Weight Loss,Medium,4710,2598,438,131,237.0,48,4.4,5.8,Mixed,112,Balanced,14.2,74,125,65,5,Happy,2.52,No,Premium,38,35.6
U0374,User374,28,Male,160.0,62.0,Maintain Fitness,Low,15874,2298,1010,107,157.0,52,2.6,4.8,Yoga,109,High Protein,23.1,73,141,73,5,Tired,-0.33,Yes,Free,9,24.22
U0375,User375,36,Female,185.0,59.0,Muscle Gain,High,14239,2944,526,114,266.0,56,1.3,6.0,Cardio,121,High Protein,28.3,89,122,88,1,Stressed,1.57,Yes,Free,41,17.24
U0376,User376,55,Female,154.0,51.0,Maintain Fitness,High,3940,1625,981,150,170.0,81,1.4,9.1,Cardio,129,Balanced,26.5,57,124,78,1,Happy,2.12,Yes,Premium,20,21.5
U0377,User377,47,Male,181.0,58.0,Weight Loss,Low,8411,2941,948,73,288.0,82,1.4,6.9,Strength,58,High Protein,29.7,60,105,67,3,Tired,-2.48,Yes,Premium,30,17.7
U0378,User378,27,Male,191.0,86.0,Weight Loss,Medium,3557,3127,390,86,306.0,116,3.4,3.8,Yoga,92,High Protein,8.9,102,131,67,5,Energetic,1.34,No,Premium,29,23.57
U0379,User379,23,Female,171.0,47.0,Weight Loss,High,14011,1730,340,51,365.0,46,3.9,4.9,Yoga,107,Vegan,28.1,63,124,70,3,Happy,-0.79,No,Premium,11,16.07
U0380,User380,55,Female,159.0,103.0,Muscle Gain,Low,8418,2015,933,75,182.0,75,2.8,5.8,Yoga,64,High Protein,26.4,83,134,74,3,Tired,-0.05,No,Free,33,40.74
U0381,User381,53,Female,158.0,104.0,Muscle Gain,High,14824,1940,526,107,141.0,87,3.0,7.4,Strength,30,Vegan,11.7,102,136,72,3,Stressed,1.02,No,Premium,2,41.66
U0382,User382,33,mal,178.0,102.0,Maintain Fitness,Medium,15790,2195,279,148,219.0,61,1.5,4.0,Yoga,39,Keto,28.3,62,142,79,1,Happy,2.55,No,Premium,44,32.19
U0383,User383,58,Male,189.0,87.0,Weight Loss,Medium,8839,2731,901,47,112.0,54,3.4,7.9,Strength,149,Keto,32.5,59,132,65,5,Tired,-2.63,Yes,Free,1,24.36
U0384,User384,60,Male,157.0,81.0,Maintain Fitness,Medium,12860,2036,865,128,317.0,75,3.5,6.8,Yoga,78,Vegan,9.9,63,128,87,2,Stressed,0.71,Yes,Free,6,32.86
U0385,User385,25,Female,168.0,45.0,Weight Loss,meduim,7443,3072,796,68,268.0,84,2.3,6.7,Cardio,140,Balanced,16.0,63,108,67,5,Happy,2.2,No,Free,6,15.94
U0386,User386,55,Male,163.0,70.0,Muscle Gain,High,5237,3557,607,101,277.0,45,3.0,4.9,Yoga,62,High Protein,10.7,90,127,78,5,Happy,-0.52,No,Premium,26,26.35
U0387,User387,64,Male,175.0,109.0,Weight Loss,High,14125,1913,565,52,337.0,30,2.0,5.3,Yoga,109,High Protein,21.5,70,124,81,2,Tired,1.69,No,Free,26,35.59
U0388,User388,25,Female,170.0,92.0,Maintain Fitness,Low,4910,3024,1058,120,150.0,76,1.5,6.1,Yoga,101,Keto,11.4,92,140,82,4,Tired,2.66,Yes,Free,21,31.83
U0389,User389,45,Female,194.0,82.0,Maintain Fitness,High,15511,2189,1111,136,124.0,116,2.2,5.5,Mixed,73,Vegan,34.5,59,124,93,1,Energetic,-0.91,No,Premium,19,21.79
U0390,User390,51,Female,189.0,103.0,Weight Loss,High,11819,2829,447,62,356.0,82,1.9,7.0,Yoga,53,High Protein,28.8,79,143,82,5,Happy,-0.8,Yes,Free,29,28.83
U0391,User391,54,Female,160.0,67.0,Maintain Fitness,Medium,10811,2786,169,99,170.0,39,2.7,7.9,Mixed,96,Keto,17.2,58,120,87,4,Happy,-2.52,No,Free,24,26.17
U0392,User392,61,Female,191.0,85.0,Maintain Fitness,High,6463,1414,798,109,261.0,33,1.5,7.8,Mixed,143,Vegan,33.2,80,137,71,1,Energetic,-0.63,Yes,Free,44,23.3
U0393,User393,45,Female,154.0,79.0,Weight Loss,Medium,3730,2432,431,72,392.0,23,2.6,5.8,Mixed,26,Vegan,12.3,60,122,66,4,Stressed,-2.94,Yes,Free,17,33.31
U0394,User394,20,Male,194.0,90.0,Maintain Fitness,Low,2335,3643,1183,45,357.0,98,4.5,8.9,Yoga,65,High Protein,11.1,69,138,89,5,Energetic,-0.52,Yes,Free,35,23.91
U0395,User395,21,Female,184.0,89.0,Weight Loss,High,7830,2867,441,75,171.0,99,1.4,6.6,Yoga,127,Balanced,14.0,73,144,71,5,Happy,2.46,Yes,Free,40,26.29
U0396,User396,24,Female,173.0,49.0,Muscle Gain,High,6048,3420,509,81,385.0,69,3.6,7.0,Yoga,67,Vegan,25.6,87,128,70,1,Stressed,2.19,Yes,Premium,5,16.37
U0397,User397,59,Female,160.0,85.0,Weight Loss,Medium,16911,2079,1143,114,104.0,106,1.4,7.4,Cardio,23,Keto,9.9,61,131,74,2,Energetic,-1.25,Yes,Premium,22,33.2
U0398,User398,21,Female,184.0,69.0,Weight Loss,Low,9571,2132,513,123,132.0,38,3.1,3.9,Mixed,29,Balanced,25.6,81,141,90,4,Happy,0.27,Yes,Free,32,20.38
U0399,User399,26,mal,166.0,77.0,Muscle Gain,High,8274,2649,655,116,164.0,61,2.3,7.6,Yoga,121,Balanced,15.8,104,134,74,3,Happy,0.19,No,Premium,6,27.94
U0400,User400,42,Female,151.0,68.0,Maintain Fitness,Low,4288,2344,825,127,145.0,82,2.9,6.5,Cardio,115,High Protein,16.7,89,131,67,1,Energetic,1.57,Yes,Premium,5,29.82
U0401,User401,21,Male,182.0,51.0,Muscle Gain,Low,15568,1923,1013,155,269.0,58,3.7,5.7,Yoga,51,Keto,12.4,80,133,66,5,Happy,1.61,Yes,Premium,24,15.4
U0402,User402,29,Female,191.0,102.0,Weight Loss,High,10304,2325,286,103,291.0,23,2.9,7.2,Cardio,93,Keto,33.5,88,129,67,4,Stressed,-2.43,No,Free,20,27.96
U0403,User403,23,Male,170.0,53.0,Weight Loss,Low,12108,1707,167,92,341.0,33,2.9,6.2,Mixed,30,Balanced,23.2,56,138,92,2,Energetic,1.92,No,Free,4,18.34
U0404,User404,62,Female,162.0,45.0,Muscle Gain,Medium,6451,2994,317,72,231.0,104,2.6,5.5,Mixed,126,Balanced,31.3,85,137,90,2,Stressed,-1.1,Yes,Premium,32,17.15
U0405,User405,46,Male,156.0,87.0,Weight Loss,High,5329,2519,793,35,285.0,50,3.9,5.7,Strength,130,Balanced,12.3,75,139,79,5,Energetic,0.38,No,Free,15,35.75
U0406,User406,38,Female,162.0,77.0,Weight Loss,Medium,15293,2548,686,152,256.0,117,3.0,8.8,Cardio,33,Keto,25.6,72,118,82,5,Energetic,1.02,No,Premium,13,29.34
U0407,User407,59,Male,183.0,47.0,Maintain Fitness,Medium,6145,1634,759,61,295.0,91,3.8,5.6,Strength,64,Balanced,12.3,93,139,92,1,Tired,-0.67,No,Premium,44,14.03
U0408,User408,33,Female,183.0,100.0,Weight Loss,Low,3822,2758,1129,95,118.0,47,3.9,7.8,Cardio,87,High Protein,28.9,88,143,92,2,Energetic,1.84,No,Free,28,29.86
U0409,User409,27,Female,184.0,109.0,Muscle Gain,High,14098,2703,386,129,159.0,71,3.3,4.1,Cardio,99,Balanced,15.6,62,124,81,3,Stressed,-1.78,No,Free,28,32.2
U0410,User410,23,Female,183.0,107.0,Weight Loss,High,8164,2804,1125,38,209.0,116,3.9,5.2,Strength,140,Balanced,27.7,81,117,80,1,Energetic,-0.06,No,Premium,25,31.95
U0411,User411,51,Male,160.0,77.0,Weigh Loss,Low,17031,3459,240,55,186.0,58,1.9,8.4,Strength,106,Keto,10.8,82,119,86,2,Happy,1.47,No,Premium,0,30.08
U0412,User412,45,Female,177.0,58.0,Weight Loss,High,2492,2764,1038,104,383.0,41,1.5,9.1,Yoga,32,High Protein,22.9,103,113,70,2,Happy,-2.95,Yes,Free,44,18.51
U0413,User413,63,Female,172.0,102.0,Maintain Fitness,High,9493,1464,693,120,204.0,67,2.5,8.7,Yoga,56,High Protein,20.8,76,144,91,5,Happy,-0.91,Yes,Free,11,34.48
U0414,User414,56,Female,168.0,72.0,Muscle Gain,Low,8899,2075,513,48,113.0,45,2.4,8.0,Strength,15,Vegan,31.0,103,119,91,2,Tired,-1.6,No,Free,6,25.51
U0415,User415,33,Female,168.0,75.0,Weight Loss,Medium,15913,1649,433,39,255.0,39,3.9,6.6,Strength,127,High Protein,30.8,72,127,71,2,Happy,-0.83,Yes,Premium,36,26.57
U0416,User416,60,Male,191.0,108.0,Muscle Gain,meduim,4629,1752,980,47,118.0,21,1.4,7.0,Cardio,22,Balanced,33.9,101,113,86,1,Tired,-2.38,Yes,Premium,12,29.6
U0417,User417,26,Male,186.0,48.0,Weight Loss,High,5464,2842,336,99,300.0,47,3.4,7.6,Strength,80,Vegan,20.8,62,136,74,5,Tired,-0.24,No,Free,22,13.87
U0418,User418,21,Male,159.0,62.0,Maintain Fitness,Medium,8578,3535,1124,112,239.0,106,3.3,7.9,Mixed,78,High Protein,27.3,57,113,93,1,Tired,2.41,Yes,Premium,40,24.52
U0419,User419,42,Male,168.0,85.0,Muscle Gain,meduim,6786,3727,749,104,115.0,27,2.3,6.8,Strength,50,High Protein,24.3,82,123,94,5,Energetic,-1.18,No,Premium,7,30.12
U0420,User420,26,Female,160.0,78.0,Maintain Fitness,Medium,11531,3224,266,119,382.0,60,4.3,3.8,Yoga,146,Vegan,12.6,61,121,65,2,Tired,0.73,No,Free,43,30.47
U0421,User421,59,Male,175.0,86.0,Muscle Gain,Medium,2824,3324,351,94,115.0,62,1.3,8.4,Yoga,122,Keto,32.3,91,121,84,2,Happy,2.64,Yes,Premium,25,28.08
U0422,User422,42,Female,179.0,50.0,Maintain Fitness,Medium,4159,2439,697,55,222.0,104,3.5,5.3,Yoga,86,Balanced,22.3,82,109,66,4,Tired,2.0,Yes,Free,5,15.61
U0423,User423,47,Female,185.0,88.0,Muscle Gain,Low,12827,2332,649,111,220.0,102,2.1,8.9,Yoga,125,Vegan,9.8,66,140,77,3,Stressed,-0.01,No,Free,42,25.71
U0424,User424,46,Male,151.0,106.0,Muscle Gain,Medium,4227,1466,301,47,324.0,88,1.2,5.4,Mixed,32,Balanced,8.1,94,123,84,1,Stressed,0.16,Yes,Free,26,46.49
U0425,User425,49,Female,180.0,99.0,Weight Loss,Medium,5219,3757,455,136,271.0,102,1.5,7.1,Mixed,84,Balanced,22.8,95,111,81,1,Happy,0.93,No,Free,43,30.56
U0426,User426,61,Male,183.0,58.0,Maintain Fitness,Low,6406,2267,1009,70,327.0,57,2.8,5.7,Mixed,108,High Protein,23.1,77,108,81,1,Tired,-2.9,Yes,Free,12,17.32
U0427,User427,23,Male,155.0,98.0,Maintain Fitness,Medium,9123,1531,719,41,315.0,74,2.4,4.7,Yoga,34,High Protein,34.0,93,109,80,4,Energetic,2.12,Yes,Premium,43,40.79
U0428,User428,60,Male,162.0,55.0,Weight Loss,Medium,10069,2641,654,122,240.0,61,2.2,7.6,Mixed,44,Balanced,11.7,66,109,83,3,Happy,0.44,No,Free,34,20.96
U0429,User429,20,mal,192.0,46.0,Maintain Fitness,Low,7144,2977,974,157,372.0,97,1.2,7.4,Yoga,84,High Protein,18.2,56,105,70,2,Happy,-2.5,No,Premium,2,12.48
U0430,User430,36,Female,174.0,95.0,Weight Loss,Low,2827,3789,904,40,186.0,56,1.2,3.9,Yoga,107,High Protein,8.2,93,106,82,3,Energetic,0.9,No,Premium,42,31.38
U0431,User431,20,Female,166.0,69.0,Weight Loss,Low,13932,1958,751,132,362.0,83,4.2,8.5,Mixed,15,Keto,30.7,73,133,91,5,Stressed,2.81,No,Free,23,25.04
U0432,User432,42,Female,151.0,48.0,Muscle Gain,Low,12389,3340,805,72,244.0,70,3.3,6.7,Cardio,137,Keto,24.6,71,115,79,5,Stressed,-2.48,No,Free,37,21.05
U0433,User433,32,Female,154.0,57.0,Maintain Fitness,Medium,7544,1747,526,104,248.0,47,2.7,3.6,Cardio,148,Vegan,13.0,55,129,68,3,Energetic,-0.85,Yes,Free,4,24.03
U0434,User434,32,Male,178.0,106.0,Maintain Fitness,Low,4535,1538,773,95,179.0,116,1.9,6.6,Yoga,97,Balanced,22.2,59,118,82,3,Happy,0.18,No,Free,33,33.46
U0435,User435,64,Female,189.0,83.0,Muscle Gain,Medium,15119,3455,640,100,221.0,26,1.4,5.1,Cardio,24,High Protein,31.0,55,119,70,4,Happy,-1.3,Yes,Free,1,23.24
U0436,User436,32,mal,177.0,53.0,Weight Loss,Low,16493,1720,1101,131,201.0,89,4.4,7.1,Strength,134,Vegan,23.5,68,144,70,2,Stressed,2.11,Yes,Premium,4,16.92
U0437,User437,45,Female,165.0,49.0,Muscle Gain,Low,15274,2963,414,43,363.0,25,2.8,6.6,Cardio,105,Balanced,32.7,61,128,94,2,Tired,-0.74,No,Free,37,18.0
U0438,User438,22,Female,186.0,55.0,Maintain Fitness,Medium,2083,3788,682,58,325.0,117,1.7,7.5,Cardio,66,Keto,21.7,86,128,77,4,Energetic,0.9,Yes,Free,14,15.9
U0439,User439,39,Female,174.0,66.0,Maintain Fitness,High,16075,2140,240,65,383.0,30,4.2,7.2,Strength,96,Balanced,32.2,83,107,82,4,Happy,2.71,No,Free,22,21.8
U0440,User440,56,mal,176.0,77.0,Maintain Fitness,Medium,16761,1848,778,128,395.0,37,2.0,5.4,Mixed,147,Balanced,18.8,72,105,91,3,Tired,-0.67,Yes,Free,38,24.86
U0441,User441,60,Male,178.0,57.0,Weight Loss,Low,11083,3194,411,60,389.0,82,3.0,5.7,Cardio,79,Balanced,8.3,86,126,88,2,Stressed,-2.79,No,Free,3,17.99
U0442,User442,48,Male,191.0,91.0,Maintain Fitness,High,5334,2221,1166,117,116.0,82,2.7,7.0,Strength,139,Keto,25.2,87,122,82,5,Energetic,-0.55,No,Free,2,24.94
U0443,User443,42,Female,190.0,58.0,Muscle Gain,Low,13948,2608,336,84,343.0,108,4.1,4.4,Mixed,79,High Protein,28.9,84,140,81,3,Tired,2.05,No,Premium,37,16.07
U0444,User444,33,Female,182.0,94.0,Weight Loss,Low,11015,2784,401,132,304.0,101,1.8,9.3,Mixed,135,High Protein,17.2,56,130,85,3,Energetic,0.22,No,Premium,39,28.38
